Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
w,31-40,nein,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,155,0,2,0,0,72,0,0,0,0,26,0,0,0,102,127
w,18-30,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,166,43,0,0,75,0,0,0,0,0,0,0,48,0,0,0
m,18-30,nein,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,<1000,> 5,15,0,3,30,0,75,0,0,0,0,12,0,0,0,42,0
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,0,183,0,5,45,0,24,0,0,0,0,62,98,0,0,46,0
m,41-50,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,10 - 25 km,3200-<4500,> 5,388,0,0,0,32,0,0,0,267,0,0,0,16,0,126,0
w,>60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,0,314,0,10,21,0,30,0,0,0,0,0,256,48,0,0,0
m,18-30,nein,ledig,ja,Montag,14-17 Uhr,< 10 km,>4500,> 5,471,58,9,16,0,0,0,0,0,77,11,0,0,0,0,240
m,51-60,ja,ledig,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,175,0,0,0,69,74,0,0,0,0,0,0,0,0,32,0
w,51-60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,162,0,0,0,0,0,0,0,124,38,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,<1000,> 5,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,ledig,nein,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,458,108,0,0,24,0,0,0,123,58,0,268,0,0,0,0
m,31-40,ja,ledig,nein,Montag,14-17 Uhr,< 10 km,>4500,1 bis 5,315,0,0,12,0,0,0,0,0,0,0,21,66,0,0,216
w,>60,nein,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,96,0,15,0,36,54,0,0,84,0,0,0,15,0,0,0
m,51-60,ja,ledig,nein,Samstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,356,0,0,0,0,0,0,0,0,37,124,232,0,0,41,0
w,18-30,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,480,166,14,0,48,48,117,0,38,0,0,252,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Freitag,10-12 Uhr,> 25 km,1000-<2000,1 bis 5,108,0,0,0,0,0,0,0,0,0,108,0,0,0,51,0
w,51-60,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,<1000,1 bis 5,61,0,0,0,36,0,69,0,0,0,0,0,6,0,0,0
w,>60,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,111,0,0,0,99,0,291,0,0,0,0,0,0,0,0,12
w,41-50,ja,ledig,ja,Montag,<10 Uhr,< 10 km,2000-<3200,> 5,338,0,12,12,0,64,0,0,0,14,50,132,0,0,93,0
w,31-40,ja,ledig,ja,Dienstag,12-14 Uhr,> 25 km,2000-<3200,0,903,0,3,10,11,0,0,0,130,0,40,154,22,0,48,369
w,18-30,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,<1000,> 5,141,75,12,36,0,36,0,0,0,110,54,0,0,0,117,0
w,51-60,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,0,244,0,2,0,53,11,27,0,0,70,0,0,14,0,0,105
m,41-50,nein,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,338,0,6,8,132,27,0,0,72,48,0,0,22,0,0,130
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,380,0,0,0,53,0,21,0,0,0,0,276,51,0,0,0
w,18-30,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,0,234,0,7,42,0,58,98,90,0,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,295,0,12,24,0,63,0,0,0,88,0,168,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,> 25 km,1000-<2000,1 bis 5,302,0,0,0,0,0,0,0,0,144,93,0,23,66,0,0
m,51-60,ja,ledig,ja,Montag,<10 Uhr,< 10 km,<1000,> 5,455,0,10,9,64,87,0,0,219,0,0,114,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,548,0,0,0,0,0,0,0,321,61,0,120,46,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,<10 Uhr,< 10 km,2000-<3200,> 5,259,0,0,0,0,0,0,0,0,136,0,0,123,0,0,0
m,31-40,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,2000-<3200,> 5,319,0,5,16,0,30,66,0,0,122,0,0,0,0,93,0
w,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,485,165,8,30,60,0,150,0,0,50,0,0,52,86,0,64
w,>60,nein,ledig,nein,Samstag,10-12 Uhr,> 25 km,3200-<4500,1 bis 5,382,0,1,0,0,0,0,0,0,106,63,0,0,0,60,318
m,>60,ja,ledig,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,144,0,9,20,42,45,258,0,216,0,0,0,0,0,0,93
m,41-50,ja,ledig,ja,Dienstag,12-14 Uhr,< 10 km,3200-<4500,> 5,67,0,14,21,36,0,291,0,130,0,0,0,9,0,0,0
m,>60,nein,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,258,0,0,0,24,0,244,0,0,0,0,0,33,0,0,201
w,18-30,nein,ledig,nein,Montag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,309,0,14,10,0,0,0,0,0,0,76,123,0,0,41,62
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,611,88,10,20,0,108,0,0,0,36,0,141,24,285,0,0
w,51-60,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,> 5,397,2,0,33,0,0,0,0,0,0,68,224,70,0,76,0
m,18-30,ja,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,>4500,0,318,56,21,10,46,106,66,0,0,0,0,0,27,0,0,168
m,31-40,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,>4500,0,472,0,0,0,0,0,0,0,0,270,0,168,0,0,0,34
m,31-40,nein,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,255,0,0,0,0,0,0,0,0,31,0,0,0,0,0,224
m,41-50,nein,ledig,nein,Donnerstag,10-12 Uhr,> 25 km,2000-<3200,1 bis 5,398,0,0,0,39,0,108,0,110,93,0,171,62,0,0,33
w,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,<1000,> 5,191,0,21,10,0,30,0,110,0,110,52,0,0,0,72,0
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,456,0,14,8,0,80,0,0,0,0,0,141,0,0,0,172
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,66,0,7,10,0,44,0,0,0,0,0,0,0,0,0,59
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,88,0,2,0,0,34,0,0,0,0,0,0,27,0,0,59
m,>60,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,<1000,0,296,0,4,16,0,54,0,0,0,140,25,0,0,0,34,0
w,41-50,nein,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,166,0,6,15,36,0,447,0,114,124,0,0,0,0,0,0
w,41-50,nein,ledig,ja,Montag,>17 Uhr,< 10 km,<1000,> 5,115,0,4,0,0,0,0,0,0,0,0,0,60,0,0,0
m,>60,ja,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,3200-<4500,0,432,0,0,24,52,0,200,36,0,71,63,77,0,0,0,180
m,18-30,ja,Partnerschaft,nein,Samstag,14-17 Uhr,> 25 km,3200-<4500,> 5,419,64,0,0,71,0,214,0,0,0,0,110,96,0,0,78
w,31-40,ja,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,356,0,6,42,0,99,0,0,0,123,186,0,24,0,0,0
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,525,0,0,0,30,0,0,0,291,0,0,80,46,0,81,0
w,51-60,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,<1000,> 5,452,122,3,0,59,0,0,0,0,42,102,0,0,0,9,82
m,>60,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,<1000,> 5,638,0,0,0,0,66,0,0,0,0,123,309,0,0,0,112
m,41-50,ja,Partnerschaft,ja,Dienstag,<10 Uhr,> 25 km,<1000,0,418,0,15,0,42,26,268,0,94,165,0,0,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,352,0,3,1,114,53,0,0,49,0,0,121,0,84,0,0
m,31-40,ja,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,255,0,6,10,0,132,0,0,0,0,0,249,0,0,0,0
w,31-40,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,353,98,15,39,0,51,0,0,0,138,0,79,0,0,0,23
m,31-40,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,> 5,184,0,0,0,58,0,122,0,0,108,126,0,0,0,93,0
m,51-60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,636,0,0,0,0,54,0,0,0,246,80,208,0,0,44,186
m,>60,ja,ledig,nein,Montag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,150,0,0,0,57,0,222,0,0,0,0,0,0,0,30,63
m,18-30,ja,ledig,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,0,476,0,9,0,0,96,0,0,0,0,42,387,25,0,54,0
w,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,> 5,244,0,14,0,0,48,0,0,0,126,29,0,0,170,0,0
m,41-50,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,58,0,0,0,0,16,0,0,0,0,42,0,0,0,0,0
w,31-40,ja,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,527,0,0,0,36,81,0,0,72,86,0,324,0,0,0,0
w,31-40,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,417,0,0,0,0,0,0,0,0,0,0,171,0,0,33,213
m,18-30,nein,Partnerschaft,ja,Montag,<10 Uhr,> 25 km,1000-<2000,1 bis 5,83,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,> 5,126,0,0,0,10,0,70,0,177,78,48,0,0,0,70,68
w,51-60,nein,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,>4500,> 5,484,183,15,0,35,32,32,0,134,78,80,0,0,0,0,109
m,31-40,nein,Partnerschaft,nein,Dienstag,12-14 Uhr,< 10 km,1000-<2000,> 5,332,93,6,4,0,0,0,0,0,18,30,0,0,0,28,155
w,41-50,ja,ledig,nein,Dienstag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,541,0,0,0,0,0,0,0,0,129,84,0,0,0,37,309
m,18-30,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,127,0,0,0,0,0,99,0,0,57,28,0,0,0,105,0
m,31-40,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,576,0,1,0,0,0,0,0,140,13,33,354,0,0,39,48
m,18-30,nein,ledig,ja,Montag,14-17 Uhr,> 25 km,3200-<4500,> 5,184,0,0,0,48,0,156,0,45,116,0,0,20,0,0,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,544,0,0,0,147,0,126,0,138,34,0,363,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,>4500,1 bis 5,379,0,0,0,0,0,0,0,0,0,47,140,0,0,63,192
m,18-30,nein,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,2000-<3200,> 5,400,0,0,0,47,0,76,0,65,0,0,118,25,0,0,210
m,18-30,ja,ledig,ja,Freitag,<10 Uhr,10 - 25 km,2000-<3200,0,42,0,6,24,36,12,90,0,0,0,0,0,0,0,0,0
w,51-60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
m,18-30,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,56,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,> 5,246,0,0,36,48,0,198,0,0,108,0,0,0,54,0,0
m,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,445,0,0,0,24,0,0,0,0,0,0,306,0,0,0,115
m,>60,nein,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,3200-<4500,> 5,150,0,0,0,76,0,0,0,148,68,0,6,0,0,0,0
w,41-50,nein,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,70,0,0,0,40,0,0,0,124,174,30,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,2000-<3200,0,765,0,18,8,74,15,162,0,324,0,0,70,90,0,0,513
m,>60,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,<1000,> 5,675,0,0,0,0,0,222,0,0,94,99,339,0,0,47,0
w,41-50,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,540,102,0,26,0,0,108,0,0,88,138,166,0,0,20,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,82,0,10,6,0,44,0,0,0,0,68,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,<1000,1 bis 5,169,0,0,21,0,0,100,0,0,0,0,12,0,0,36,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,762,165,3,39,14,18,132,0,234,54,177,98,17,0,27,288
w,>60,nein,ledig,ja,Samstag,14-17 Uhr,> 25 km,2000-<3200,> 5,193,0,2,0,0,38,0,0,0,94,132,0,0,0,52,0
m,31-40,ja,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,345,0,0,0,0,0,0,45,146,76,0,0,0,0,78,0
w,51-60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,359,0,5,12,23,0,0,0,178,94,49,150,0,0,111,0
m,31-40,nein,ledig,nein,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,0,516,0,6,6,0,30,0,0,309,138,105,0,0,0,114,72
w,31-40,ja,ledig,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,407,0,4,4,25,22,150,0,50,38,0,262,0,0,78,0
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,478,0,0,36,68,0,0,0,100,0,0,81,0,0,0,57
m,41-50,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,163,0,0,0,0,0,0,0,0,0,0,0,57,0,0,106
w,18-30,ja,Partnerschaft,nein,Montag,10-12 Uhr,10 - 25 km,1000-<2000,0,506,0,9,36,0,51,0,0,0,0,32,144,38,0,0,162
m,18-30,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,696,150,14,6,0,0,0,0,0,0,52,236,0,0,33,244
w,>60,nein,Partnerschaft,nein,Freitag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,312,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0
w,>60,nein,ledig,ja,Montag,10-12 Uhr,< 10 km,<1000,0,333,0,6,6,21,51,57,0,0,34,50,92,0,0,22,164
m,>60,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,128,0,9,18,0,57,0,0,0,28,36,0,72,0,30,0
m,>60,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,1000-<2000,> 5,78,0,0,5,55,0,0,0,273,0,0,0,0,0,0,18
w,41-50,ja,ledig,nein,Montag,<10 Uhr,< 10 km,>4500,1 bis 5,145,0,0,0,0,0,4,0,0,0,0,63,0,0,0,78
m,41-50,ja,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,459,69,18,10,20,34,144,0,207,0,171,39,0,0,0,142
m,41-50,nein,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,1310,192,0,0,177,0,0,0,342,24,147,384,0,0,6,390
m,51-60,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,232,0,18,0,0,1,63,0,0,234,49,0,12,0,141,90
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,360,0,5,8,0,0,204,0,0,106,0,0,0,0,0,45
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,683,0,0,0,58,0,70,0,188,90,138,213,0,0,39,194
m,41-50,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,457,0,0,14,0,0,0,0,0,183,48,185,0,0,0,210
m,18-30,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,409,0,18,24,56,33,50,0,23,255,150,170,0,0,0,15
m,18-30,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,>4500,> 5,555,231,0,0,0,33,0,0,0,108,0,85,0,0,0,98
m,>60,ja,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,221,0,7,27,129,69,164,0,234,0,0,85,0,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,877,0,24,16,132,54,0,0,0,100,0,381,0,0,0,240
w,31-40,nein,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,453,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0
w,>60,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,>4500,0,356,0,2,18,0,30,0,0,0,0,54,115,90,0,23,47
m,31-40,ja,Partnerschaft,nein,Montag,>17 Uhr,> 25 km,1000-<2000,0,234,0,6,30,0,81,0,0,0,72,66,0,0,0,0,42
w,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,232,0,2,0,78,0,80,0,0,36,50,0,0,0,18,0
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,817,0,0,0,168,0,177,0,30,0,117,332,0,0,34,0
w,18-30,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,242,0,14,24,20,46,62,0,54,276,72,64,0,0,46,0
m,18-30,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,147,0,6,8,0,69,0,0,0,0,0,0,0,0,0,141
w,>60,nein,Partnerschaft,ja,Mittwoch,10-12 Uhr,> 25 km,1000-<2000,1 bis 5,356,0,6,12,0,75,0,0,0,48,183,0,23,0,12,0
m,31-40,nein,Partnerschaft,nein,Samstag,10-12 Uhr,> 25 km,2000-<3200,0,267,0,0,0,30,0,48,0,0,152,0,0,0,0,16,69
m,31-40,nein,Partnerschaft,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,> 5,57,0,3,0,0,30,0,0,0,82,32,0,22,0,0,0
m,51-60,ja,ledig,nein,Dienstag,12-14 Uhr,< 10 km,<1000,1 bis 5,234,0,0,0,0,0,0,0,0,100,0,0,0,0,0,134
m,18-30,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,<1000,0,307,0,4,48,0,27,0,0,0,0,0,303,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,230,0,15,42,0,81,0,0,0,0,0,0,38,0,0,87
w,41-50,nein,ledig,nein,Montag,<10 Uhr,< 10 km,>4500,0,284,0,18,28,0,0,0,0,0,0,0,0,70,0,0,196
w,31-40,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,2000-<3200,> 5,279,0,24,24,13,68,258,0,120,126,0,78,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,>4500,1 bis 5,441,0,0,0,0,0,0,150,0,84,78,0,72,0,57,141
m,51-60,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,> 5,280,64,0,0,0,0,0,0,0,0,120,0,0,0,0,0
m,18-30,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,>4500,0,307,0,27,0,23,69,0,0,363,0,0,194,0,0,0,63
w,41-50,ja,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,220,0,0,0,96,0,0,0,0,0,0,0,0,0,0,124
w,>60,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,0,267,0,9,15,0,54,0,0,0,0,102,0,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,799,216,21,27,0,8,0,0,0,0,0,210,0,51,0,262
m,18-30,nein,ledig,nein,Donnerstag,<10 Uhr,> 25 km,1000-<2000,> 5,96,90,6,6,0,48,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,2000-<3200,> 5,63,0,0,0,33,0,0,0,98,0,0,19,11,0,0,0
w,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,2000-<3200,0,45,0,12,0,0,29,0,0,0,153,33,0,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Dienstag,14-17 Uhr,10 - 25 km,2000-<3200,0,194,0,8,0,16,105,27,0,276,0,0,0,0,0,0,128
m,41-50,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,324,74,0,18,50,0,0,0,0,0,158,0,24,0,0,0
m,51-60,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,3200-<4500,> 5,178,0,8,4,50,31,0,0,99,0,78,0,0,0,87,42
m,18-30,ja,ledig,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,288,0,0,0,50,0,106,0,186,0,0,94,60,0,0,84
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,317,68,8,16,0,9,0,0,0,138,32,122,0,0,111,0
w,41-50,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,<1000,> 5,254,0,9,0,36,93,45,0,76,0,0,176,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,186,0,8,12,0,78,0,0,0,93,40,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,1000-<2000,> 5,469,0,16,17,54,25,40,0,24,45,0,324,0,0,0,30
w,18-30,ja,Partnerschaft,ja,Montag,12-14 Uhr,> 25 km,3200-<4500,> 5,288,0,0,0,105,0,315,0,78,0,0,183,0,0,0,0
w,>60,nein,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,480,0,22,36,0,0,0,45,0,42,33,321,0,0,1,0
w,>60,ja,Partnerschaft,nein,Mittwoch,12-14 Uhr,< 10 km,1000-<2000,0,413,74,7,0,0,3,0,0,139,54,98,80,15,0,38,0
w,41-50,nein,ledig,nein,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,679,55,0,0,0,27,0,0,0,29,0,294,14,0,0,260
m,>60,nein,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,3200-<4500,> 5,19,0,15,0,0,21,0,0,0,0,0,0,0,0,0,0
m,>60,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,> 5,749,0,0,30,0,60,0,0,0,77,0,376,0,0,0,206
m,18-30,ja,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,402,135,10,8,43,0,48,0,79,0,0,0,96,0,0,96
m,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
