Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
w,18-30,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,>4500,0,81,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Freitag,14-17 Uhr,> 25 km,2000-<3200,1 bis 5,946,180,9,7,0,0,80,0,0,108,0,182,0,0,105,282
m,41-50,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,309,150,0,0,0,51,0,0,0,0,0,108,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,295,0,0,7,22,0,98,0,74,28,114,84,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Montag,12-14 Uhr,10 - 25 km,<1000,> 5,267,0,9,51,26,0,178,0,0,0,0,0,0,0,0,232
w,41-50,nein,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,374,0,0,30,0,0,36,34,0,0,0,274,0,0,0,0
m,>60,ja,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,76,0,0,0,38,0,30,0,0,48,32,0,6,0,105,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,265,0,0,0,69,0,146,0,0,0,0,0,0,0,0,196
m,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,120,0,0,0,40,0,132,0,178,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,12-14 Uhr,> 25 km,1000-<2000,1 bis 5,550,0,0,0,0,0,0,0,0,162,70,267,0,0,63,0
m,18-30,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,472,82,0,0,112,0,180,38,208,47,141,0,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,> 5,75,0,4,14,26,0,162,45,164,0,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,426,0,3,0,87,26,0,0,120,150,0,0,0,0,0,186
w,31-40,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,820,0,1,0,35,0,52,0,150,119,61,208,0,0,24,423
m,>60,nein,Partnerschaft,nein,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,226,0,24,0,30,54,72,0,142,102,0,70,0,0,0,0
m,41-50,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,568,204,0,14,0,0,0,0,0,0,0,350,0,0,0,0
m,41-50,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,<1000,> 5,78,0,12,0,24,29,0,0,270,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,373,0,0,21,84,0,0,0,0,0,34,0,0,0,33,152
m,51-60,nein,ledig,nein,Montag,10-12 Uhr,< 10 km,1000-<2000,0,434,0,0,0,45,90,0,0,0,54,58,188,0,0,21,53
w,41-50,nein,ledig,ja,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,480,0,15,36,18,25,82,0,0,0,0,0,0,0,0,447
w,18-30,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,< 10 km,1000-<2000,> 5,344,52,0,0,0,0,0,0,0,106,42,0,0,0,64,250
m,>60,nein,Partnerschaft,nein,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,0,485,0,10,10,162,38,231,0,183,0,0,0,0,0,0,184
m,51-60,ja,Partnerschaft,nein,Montag,<10 Uhr,10 - 25 km,1000-<2000,> 5,214,0,0,0,46,0,0,0,100,0,0,0,20,0,0,148
w,51-60,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,2000-<3200,> 5,386,0,12,15,66,34,0,0,112,246,34,140,23,0,0,0
m,41-50,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,319,0,0,12,0,0,0,0,0,172,0,0,0,0,0,135
m,>60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,341,0,18,0,0,0,0,0,0,0,66,170,0,0,93,0
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,682,37,24,51,0,0,0,0,0,144,0,453,24,0,0,0
w,>60,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,481,0,15,0,51,0,0,0,107,130,0,0,0,0,0,285
w,41-50,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,>4500,> 5,214,0,4,5,0,0,0,0,0,54,9,0,0,0,64,0
w,>60,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,238,0,12,0,26,26,93,114,244,86,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,328,0,0,0,0,36,0,0,0,0,26,266,0,0,0,0
w,31-40,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,1007,276,6,0,96,14,240,0,0,198,42,0,54,126,0,0
w,31-40,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,335,0,3,36,0,0,0,0,0,130,28,25,0,0,0,279
m,31-40,ja,ledig,nein,Freitag,10-12 Uhr,< 10 km,<1000,0,395,0,3,0,0,0,0,0,0,110,0,243,18,0,0,0
w,31-40,ja,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,140,0,12,30,0,36,0,0,0,194,84,44,0,0,0,0
m,>60,ja,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,<1000,1 bis 5,304,0,0,0,9,0,90,0,0,166,0,97,0,0,32,0
w,31-40,nein,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,0,124,0,5,6,24,23,222,0,0,95,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,243,0,12,28,26,0,15,0,138,58,0,0,0,0,0,108
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,> 5,392,32,0,0,0,0,0,0,0,0,0,0,0,0,0,360
m,41-50,ja,ledig,nein,Montag,<10 Uhr,> 25 km,<1000,1 bis 5,105,0,3,10,27,99,0,0,147,0,0,75,0,0,0,0
m,41-50,nein,ledig,nein,Montag,>17 Uhr,< 10 km,3200-<4500,0,354,0,12,4,0,69,0,0,0,66,110,201,31,0,8,0
m,41-50,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,773,0,0,0,28,0,54,0,0,171,123,420,0,0,50,0
m,>60,nein,ledig,ja,Montag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,135,0,0,0,81,54,82,0,69,0,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Montag,10-12 Uhr,< 10 km,>4500,0,24,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,475,62,0,0,102,0,0,0,134,201,0,0,0,0,0,110
w,31-40,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,162,0,0,0,0,0,0,0,0,144,0,0,18,0,0,0
m,51-60,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,0,699,0,0,21,0,0,0,0,0,14,66,612,0,0,17,0
m,31-40,ja,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,> 5,431,0,8,6,0,69,0,0,109,47,0,0,0,0,0,234
w,51-60,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,< 10 km,1000-<2000,0,422,0,0,30,60,3,146,0,111,0,0,206,54,0,0,0
m,18-30,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,10 - 25 km,2000-<3200,0,440,0,8,0,0,0,0,0,0,0,0,0,0,0,0,432
m,>60,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,171,0,0,5,0,0,0,0,0,0,36,0,0,0,36,130
w,18-30,nein,Partnerschaft,ja,Mittwoch,12-14 Uhr,< 10 km,1000-<2000,> 5,277,0,6,39,0,72,0,0,0,8,177,0,0,0,24,0
m,18-30,ja,ledig,ja,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,735,114,0,24,0,0,0,0,0,0,0,147,0,0,0,450
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,93,0,12,8,31,120,141,0,0,0,0,0,0,0,0,50
m,41-50,nein,ledig,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,0,311,0,0,0,60,0,0,0,216,131,0,0,0,120,0,0
m,>60,nein,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,110,0,0,0,78,0,0,0,0,93,32,0,0,0,38,0
m,31-40,ja,ledig,ja,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,158,0,6,5,0,24,0,0,0,0,0,137,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,>4500,> 5,363,57,14,39,98,0,0,0,178,147,0,0,30,0,0,0
m,18-30,ja,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,282,0,10,0,56,0,132,0,0,132,216,0,0,0,0,0
m,41-50,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,0,829,0,6,14,0,0,0,0,0,72,165,630,28,0,100,0
w,>60,nein,ledig,ja,Montag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,288,0,9,38,57,26,91,0,312,0,0,144,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Freitag,14-17 Uhr,> 25 km,1000-<2000,0,522,306,0,0,0,0,0,0,0,34,0,0,0,0,0,182
m,31-40,nein,ledig,nein,Montag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,689,0,14,30,99,0,66,0,0,0,0,462,9,0,0,0
w,41-50,nein,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,424,0,0,0,0,0,59,0,0,306,0,0,17,0,0,42
w,31-40,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,> 5,260,0,2,0,0,0,0,0,0,0,0,142,0,0,0,116
w,>60,ja,ledig,ja,Donnerstag,14-17 Uhr,> 25 km,3200-<4500,1 bis 5,359,0,8,21,40,0,216,0,129,50,102,0,35,0,0,174
w,41-50,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,<1000,> 5,560,0,0,0,29,0,39,0,75,160,0,112,22,0,0,237
m,18-30,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,>4500,0,311,210,0,0,0,28,0,0,0,0,0,0,0,0,0,73
w,18-30,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,> 5,165,0,24,7,0,36,0,0,0,172,141,0,0,0,44,0
m,18-30,ja,ledig,nein,Freitag,>17 Uhr,> 25 km,<1000,1 bis 5,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,276,0,15,18,35,0,52,0,120,27,26,0,0,0,66,0
w,18-30,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,51-60,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,45,10,0,0,35,0,174,0,132,0,0,0,0,0,0,0
m,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,140,0,8,9,0,0,0,0,0,60,0,0,72,0,0,0
m,41-50,ja,Partnerschaft,nein,Montag,10-12 Uhr,> 25 km,2000-<3200,> 5,425,0,12,12,48,0,64,0,0,0,0,104,0,0,0,0
m,41-50,nein,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,652,201,0,0,8,52,31,0,87,285,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,316,0,3,54,0,156,0,0,0,56,0,176,0,0,0,81
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,80,0,0,0,0,0,0,0,0,0,80,0,0,0,99,0
w,18-30,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,354,0,0,0,0,44,0,0,0,164,0,108,0,0,0,38
m,18-30,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,261,0,0,0,33,0,273,0,190,228,0,0,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,>4500,> 5,323,94,15,0,22,0,46,0,130,0,0,192,0,0,0,0
w,18-30,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,624,0,4,30,87,0,222,0,182,46,165,0,0,0,41,104
m,18-30,ja,ledig,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,420,117,6,20,0,31,0,0,0,0,0,87,84,126,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,> 25 km,2000-<3200,> 5,412,0,6,9,0,93,0,0,0,0,0,354,0,0,0,0
w,>60,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,<1000,0,264,0,2,30,0,102,0,42,0,117,37,0,12,0,0,0
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,<1000,> 5,1039,165,0,0,0,0,0,0,0,231,42,558,0,0,126,249
w,18-30,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,> 5,48,0,10,12,0,0,0,0,0,38,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,609,192,0,0,69,16,82,0,0,34,0,0,46,0,0,252
m,41-50,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,40,19,3,9,0,9,0,0,0,0,0,0,18,0,0,0
w,>60,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,> 25 km,1000-<2000,> 5,299,0,0,0,0,0,0,0,0,57,49,75,54,0,0,86
m,>60,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,> 25 km,3200-<4500,1 bis 5,182,0,0,8,33,0,0,0,154,0,0,0,0,49,0,92
w,31-40,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,2000-<3200,0,159,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,565,0,15,0,47,64,0,0,62,0,218,0,0,0,19,0
m,>60,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,<1000,0,342,0,0,54,0,0,0,0,108,0,76,0,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,<1000,1 bis 5,730,0,9,7,33,33,0,0,84,90,0,160,96,0,0,342
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,325,0,16,0,48,42,45,0,100,0,0,0,0,0,57,204
w,18-30,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,652,0,0,0,0,35,0,0,34,117,207,330,46,0,17,0
m,31-40,ja,Partnerschaft,ja,Samstag,12-14 Uhr,> 25 km,3200-<4500,1 bis 5,504,0,10,11,0,81,0,0,0,50,126,39,0,142,6,0
w,41-50,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,161,0,12,0,16,9,0,71,165,180,36,0,0,0,0,0
w,31-40,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,<1000,0,816,61,6,54,0,0,0,0,0,0,41,507,0,90,0,0
m,18-30,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,<1000,1 bis 5,148,0,6,24,0,0,0,0,0,0,0,0,0,0,0,131
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,133,0,4,0,48,8,240,0,243,0,0,0,81,0,0,0
m,>60,ja,ledig,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,291,0,21,18,42,0,0,0,75,40,0,188,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,654,0,1,0,0,41,0,64,279,0,0,212,57,0,0,0
m,18-30,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,553,0,2,17,0,15,0,0,393,102,0,0,0,26,0,0
w,18-30,nein,ledig,ja,Mittwoch,10-12 Uhr,> 25 km,3200-<4500,0,273,0,4,0,54,6,50,0,0,36,93,74,0,40,0,0
w,31-40,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,> 5,394,0,8,0,0,0,0,0,0,0,0,0,56,0,0,270
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,513,0,0,0,0,12,0,0,0,43,25,0,14,0,45,261
w,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,404,0,0,0,39,0,219,0,0,64,24,183,0,0,35,60
w,>60,ja,ledig,nein,Samstag,14-17 Uhr,< 10 km,<1000,0,394,0,18,0,153,40,15,0,96,0,0,117,0,0,0,106
m,41-50,ja,ledig,ja,Mittwoch,12-14 Uhr,10 - 25 km,3200-<4500,> 5,413,0,0,0,0,0,60,0,0,52,102,0,0,83,19,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,0,471,0,20,0,0,36,0,112,0,0,0,315,24,0,0,0
m,>60,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,2000-<3200,0,215,0,24,7,0,66,0,0,0,153,159,0,32,0,0,0
w,>60,nein,ledig,nein,Samstag,<10 Uhr,> 25 km,2000-<3200,1 bis 5,643,57,7,36,0,50,0,0,42,142,30,348,0,0,30,138
w,18-30,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,2000-<3200,> 5,407,0,0,0,0,0,0,0,0,0,0,302,0,0,0,105
w,51-60,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,109,0,6,26,58,51,0,0,174,0,0,45,0,0,0,0
m,18-30,nein,ledig,nein,Dienstag,>17 Uhr,> 25 km,2000-<3200,1 bis 5,726,0,14,12,0,52,0,0,279,174,6,0,51,0,56,196
m,51-60,nein,Partnerschaft,ja,Mittwoch,10-12 Uhr,10 - 25 km,<1000,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,1000-<2000,0,677,0,14,14,42,8,8,0,32,70,22,128,0,0,0,300
m,18-30,ja,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,244,0,0,0,63,0,0,58,19,0,0,123,0,0,0,0
w,18-30,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,464,138,0,0,0,0,0,0,0,62,0,150,0,0,0,114
m,41-50,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,154,0,15,33,41,0,102,0,0,0,98,0,0,0,99,0
m,>60,nein,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,2000-<3200,0,242,62,6,0,0,15,0,0,0,47,0,127,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,605,0,5,0,0,24,0,102,0,0,9,204,6,0,35,279
m,18-30,ja,ledig,nein,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,402,0,3,22,0,117,0,0,0,116,222,6,0,0,30,0
m,18-30,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,0,127,0,10,0,0,36,36,0,0,0,0,0,0,0,0,81
m,51-60,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,<1000,> 5,215,0,0,24,53,0,72,0,0,0,0,138,0,0,0,0
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,118,0,3,0,0,111,0,0,0,0,0,0,0,0,0,115
m,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,906,0,0,0,0,0,0,0,0,261,0,354,0,0,0,291
m,41-50,nein,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,1000-<2000,> 5,334,112,0,6,66,0,92,0,170,165,102,0,0,0,81,0
m,31-40,ja,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,346,168,8,22,0,0,0,0,0,0,0,170,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,589,0,12,38,0,0,0,0,0,114,0,73,0,0,0,360
m,18-30,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,>4500,> 5,858,0,6,8,0,21,306,0,201,74,0,201,33,0,0,37
m,41-50,ja,ledig,nein,Samstag,10-12 Uhr,> 25 km,2000-<3200,1 bis 5,170,0,24,10,74,58,43,0,297,69,72,0,0,0,20,0
m,41-50,ja,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,152,0,3,33,27,26,126,0,54,94,0,28,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,0,385,0,0,0,58,0,172,0,327,69,0,171,0,0,0,87
w,31-40,nein,ledig,ja,Montag,>17 Uhr,> 25 km,2000-<3200,1 bis 5,314,0,0,0,56,93,0,0,255,0,0,165,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,722,0,5,10,0,46,0,0,447,288,72,0,0,0,12,0
m,31-40,ja,ledig,nein,Samstag,12-14 Uhr,> 25 km,1000-<2000,> 5,350,67,0,0,0,0,0,0,0,108,42,118,0,0,0,0
m,>60,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,>4500,> 5,399,0,3,0,24,0,69,0,0,0,126,0,0,0,40,0
w,>60,ja,ledig,nein,Dienstag,>17 Uhr,10 - 25 km,<1000,> 5,347,0,0,18,0,0,0,0,0,90,156,0,0,0,68,47
m,51-60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,204,0,3,7,0,22,0,0,0,100,51,0,51,0,39,60
m,>60,nein,ledig,ja,Montag,<10 Uhr,< 10 km,>4500,> 5,490,0,8,0,0,0,0,0,0,58,0,127,0,0,0,297
m,18-30,nein,Partnerschaft,ja,Montag,10-12 Uhr,> 25 km,2000-<3200,1 bis 5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
m,>60,nein,ledig,ja,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,230,0,18,15,0,45,0,0,0,96,46,0,0,0,43,166
w,31-40,ja,ledig,ja,Donnerstag,>17 Uhr,< 10 km,2000-<3200,0,114,0,6,28,0,50,0,0,0,0,0,0,78,0,0,0
w,18-30,nein,ledig,ja,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
m,41-50,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,2000-<3200,> 5,372,0,0,0,0,0,0,0,0,0,0,150,105,0,0,117
w,18-30,ja,Partnerschaft,nein,Montag,10-12 Uhr,> 25 km,3200-<4500,> 5,564,0,0,0,60,0,0,0,0,55,21,0,0,0,24,0
w,18-30,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,<1000,1 bis 5,32,0,12,8,0,33,0,0,0,0,0,0,20,0,0,0
w,31-40,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,>4500,> 5,367,135,4,20,105,0,63,0,92,0,0,0,0,0,0,123
w,51-60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,> 5,538,144,0,36,0,52,0,0,0,3,0,0,0,0,0,303
w,>60,ja,ledig,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,436,0,4,0,24,38,86,0,85,117,28,0,0,0,60,304
m,41-50,nein,ledig,ja,Donnerstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,408,0,0,10,24,0,0,0,228,34,60,0,0,126,21,188
m,18-30,nein,Partnerschaft,ja,Freitag,<10 Uhr,> 25 km,2000-<3200,> 5,594,76,0,0,0,0,0,0,0,100,98,54,0,0,0,366
m,31-40,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,> 5,155,0,6,42,20,18,70,0,210,114,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,2000-<3200,0,118,0,2,27,0,0,0,0,0,222,45,0,22,0,0,0
m,51-60,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,44,0,5,24,0,54,0,0,0,0,0,0,39,0,0,0
w,18-30,nein,ledig,nein,Freitag,>17 Uhr,> 25 km,1000-<2000,0,511,180,5,0,78,0,216,0,224,120,0,79,42,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,<1000,1 bis 5,692,102,0,0,96,0,62,0,54,0,0,318,0,0,0,176
m,31-40,nein,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,316,0,0,0,0,60,0,0,0,74,7,92,15,0,42,142
w,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,0,303,0,4,0,0,43,0,9,0,68,42,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,0,628,0,0,0,0,0,0,0,0,0,106,0,38,0,74,268
m,>60,nein,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,152,0,0,0,0,0,0,0,0,0,0,38,0,0,0,114
m,18-30,ja,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,>4500,> 5,345,0,3,12,0,0,0,52,0,0,0,170,0,0,99,0
w,18-30,nein,Partnerschaft,nein,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,0,567,0,0,18,0,0,0,0,0,0,126,0,0,0,45,222
w,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,744,171,0,0,9,42,0,0,0,249,114,106,0,0,32,0
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,2000-<3200,> 5,102,0,18,10,0,105,0,0,0,160,42,0,0,0,38,0
